phecode	phenotype	sex	category	icd9_ukb_num	icd9_ukb	icd10_ukb_num	icd10_ukb
556.1	Ulceration of intestine	Both	digestive	NA	NA	1	K63.3
557	Intestinal malabsorption (non-celiac)	Both	digestive	2	579.8, 579.9	4	K90.2, K90.4, K90.8, K90.9
557.1	Celiac disease	Both	digestive	2	579.0, 579.1	2	K90.0, K90.1
558	Noninfectious gastroenteritis	Both	digestive	1	558.9	1	K52.9
559	Ileostomy status	Both	digestive	2	V44.2, V55.2	2	Z43.2, Z93.2
560	Intestinal obstruction without mention of hernia		digestive	6	560.0, 560.1, 560.2, 560.3, 560.8, 560.9	NA	NA
560.1	Paralytic ileus	Both	digestive	1	560.1	2	K56.0, K56.7
560.2	Impaction of intestine	Both	digestive	1	560.3	1	K56.4
560.3	Peritoneal or intestinal adhesions	Both	digestive	NA	NA	1	K56.5
560.4	Other intestinal obstruction	Both	digestive	4	560.0, 560.2, 560.8, 560.9	5	K56.1, K56.2, K56.3, K56.5, K56.6
561	Symptoms involving digestive system	Both	digestive	3	787.4, 787.6, 787.9	5	R15, R19.1, R19.2, R19.4, R19.8
561.1	Diarrhea	Both	digestive	NA	NA	2	K52.2, K52.8
561.2	Flatulence	Both	digestive	NA	NA	1	R14
562	Diverticulosis and diverticulitis		digestive	2	562.0, 562.1	NA	NA
562.1	Diverticulosis	Both	digestive	NA	NA	8	K57.0, K57.1, K57.2, K57.3, K57.4, K57.5, K57.8, K57.9
563	Constipation	Both	digestive	NA	NA	1	K59.0
564	Functional digestive disorders		digestive	7	536.9, 564.1, 564.5, 564.7, 564.8, 564.9, V12.7	5	K59.1, K59.2, K59.3, K59.8, K59.9
564.1	Irritable Bowel Syndrome		digestive	1	564.1	2	K58.0, K58.9
564.8	Abnormal findings on exam of gastrointestinal tract/ abdominal area	Both	digestive	NA	NA	2	R93.3, R93.5
564.9	Personal history of diseases of digestive system	Both	digestive	1	V12.7	1	Z87.1
565	Anal and rectal conditions		digestive	7	564.6, 565.0, 565.1, 569.0, 569.1, 569.2, 569.4	18	K59.4, K60.0, K60.1, K60.2, K60.3, K60.4, K60.5, K61.0, K61.1, K61.2, K61.3, K61.4, K62.2, K62.3, K62.4, K62.7, K62.8, K62.9
565.1	Anal and rectal polyp	Both	digestive	1	569.0	2	K62.0, K62.1
567	Peritonitis and retroperitoneal infections		digestive	4	567.2, 567.8, 567.9, 569.5	4	K63.0, K65.0, K65.8, K65.9
568	Other disorders of peritoneum		digestive	3	568.0, 568.8, 568.9	3	K66.1, K66.8, K66.9
568.1	Peritoneal adhesions (postoperative) (postinfection)	Both	digestive	1	568.0	2	K66.0, N99.4
569	Other disorders of intestine		digestive	5	564.4, 569.6, 569.8, 569.9, 997.4	8	K55.2, K63.1, K63.2, K63.4, K63.8, K63.9, K92.8, K92.9
569.1	Toxic gastroenteritis and colitis	Both	digestive	NA	NA	1	K52.1
569.2	Gastrointestinal complications	Both	digestive	3	564.4, 569.6, 997.4	4	K91.0, K91.2, K91.3, M81.3
571	Chronic liver disease and cirrhosis	Both	digestive	8	571.5, 571.6, 571.8, 571.9, 572.0, 572.1, 572.3, 572.8	NA	NA
571.5	Other chronic nonalcoholic liver disease	Both	digestive	3	571.5, 571.8, 571.9	3	K74.1, K74.2, K76.0
571.51	Cirrhosis of liver without mention of alcohol	Both	digestive	1	571.5	2	K74.0, K74.6
571.6	Primary biliary cirrhosis	Both	digestive	1	571.6	3	K74.3, K74.4, K74.5
571.8	Liver abscess and sequelae of chronic liver disease	Both	digestive	4	572.0, 572.1, 572.3, 572.8	6	K70.4, K72.1, K72.9, K75.0, K75.1, K76.7
571.81	Portal hypertension	Both	digestive	1	572.3	1	K76.6
572	Ascites (non malignant)		digestive	1	789.5	1	R18
573	Other disorders of liver		digestive	2	573.8, 573.9	7	K71.1, K71.5, K76.3, K76.5, K76.8, K76.9, K77.0
573.1	Chronic passive congestion of liver	Both	digestive	NA	NA	1	K76.1
573.2	Liver replaced by transplant	Both	digestive	1	V42.7	1	Z94.4
573.3	Hepatomegaly	Both	digestive	1	789.1	2	R16.0, R16.2
573.4	Acute and subacute necrosis of liver	Both	digestive	NA	NA	1	K76.2
573.5	Jaundice (not of newborn)	Both	digestive	1	782.4	1	R17
573.7	Abnormal results of function study of liver	Both	digestive	1	794.8	1	R94.5
573.9	Abnormal serum enzyme levels	Both	digestive	1	790.5	2	R74.8, R74.9
574	Cholelithiasis and cholecystitis		digestive	8	574.0, 574.1, 574.2, 574.3, 574.4, 574.5, 575.0, 575.1	NA	NA
574.1	Cholelithiasis	Both	digestive	3	574.0, 574.1, 574.2	3	K80.2, K80.3, K80.8
574.11	Cholelithiasis with acute cholecystitis	Both	digestive	1	574.0	1	K80.0
574.12	Cholelithiasis with other cholecystitis	Both	digestive	1	574.1	2	K80.1, K80.4
574.2	Calculus of bile duct	Both	digestive	3	574.3, 574.4, 574.5	2	K80.4, K80.5
574.3	Cholecystitis without cholelithiasis	Both	digestive	2	575.0, 575.1	4	K81.0, K81.1, K81.8, K81.9
575	Other biliary tract disease		digestive	10	575.3, 575.6, 575.8, 575.9, 576.0, 576.1, 576.2, 576.4, 576.8, 576.9	NA	NA
575.1	Cholangitis	Both	digestive	1	576.1	1	K83.0
575.2	Obstruction of bile duct	Both	digestive	1	576.2	1	K83.1
575.6	Cholesterolosis of gallbladder	Both	digestive	1	575.6	1	K82.4
575.7	Other disorders of gallbladder	Both	digestive	3	575.3, 575.8, 575.9	6	K82.0, K82.1, K82.2, K82.3, K82.8, K82.9
575.8	Other disorders of biliary tract	Both	digestive	4	576.0, 576.4, 576.8, 576.9	7	K83.2, K83.3, K83.4, K83.5, K83.8, K83.9, K91.5
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Both	digestive	NA	NA	1	R93.2
577	Diseases of pancreas		digestive	5	577.0, 577.1, 577.2, 577.8, 577.9	3	K86.8, K86.9, K90.3
577.1	Acute pancreatitis	Both	digestive	1	577.0	1	K85
577.2	Chronic pancreatitis	Both	digestive	1	577.1	2	K86.0, K86.1
577.3	Cyst and pseudocyst of pancreas	Both	digestive	1	577.2	2	K86.2, K86.3
578	Gastrointestinal hemorrhage		digestive	4	569.3, 578.0, 578.1, 578.9	NA	NA
578.1	Hematemesis	Both	digestive	1	578.0	1	K92.0
578.2	Blood in stool	Both	digestive	1	578.1	1	K92.1
578.8	Hemorrhage of rectum and anus	Both	digestive	1	569.3	1	K62.5
578.9	Hemorrhage of gastrointestinal tract	Both	digestive	1	578.9	1	K92.2
579	Other symptoms involving abdomen and pelvis		digestive	3	789.2, 789.3, 789.4	2	R19.0, R19.3
579.2	Splenomegaly	Both	digestive	1	789.2	2	R16.1, R16.2
579.8	Nonspecific abnormal findings in stool contents	Both	digestive	2	787.7, 792.1	1	R19.5
580	Nephritis; nephrosis; renal sclerosis		genitourinary	7	581.9, 582.9, 583.0, 583.1, 583.2, 583.8, 583.9	NA	NA
580.1	Glomerulonephritis	Both	genitourinary	4	582.9, 583.0, 583.1, 583.2	NA	NA
580.11	Proliferative glomerulonephritis	Both	genitourinary	2	583.0, 583.2	22	N00.1, N00.2, N00.4, N00.5, N00.7, N01.5, N01.7, N01.9, N02.5, N02.6, N03.5, N03.6, N03.7, N04.3, N04.4, N04.5, N05.3, N05.4, N05.5, N06.3, N07.3, N07.5
580.12	Non-proliferative glomerulonephritis	Both	genitourinary	1	583.1	13	N02.0, N02.1, N02.2, N02.3, N03.1, N03.2, N03.3, N04.0, N04.1, N04.2, N05.2, N06.2, N07.2
580.14	Chronic glomerulonephritis, NOS	Both	genitourinary	1	582.9	2	N03.0, N03.9
580.2	Nephrotic syndrome without mention of glomerulonephritis	Both	genitourinary	1	581.9	9	N04.7, N04.8, N04.9, N08.1, N08.2, N08.3, N08.4, N08.5, N08.8
580.3	Nephritis and nephropathy without mention of glomerulonephritis	Both	genitourinary	2	583.8, 583.9	NA	NA
580.32	Nephritis and nephropathy with pathological lesion	Both	genitourinary	2	583.8, 583.9	18	N05.0, N05.1, N05.6, N05.7, N05.9, N06.0, N06.1, N07.1, N14.0, N14.1, N14.2, N14.4, N15.8, N16.1, N16.2, N16.3, N16.4, N16.5
585	Renal failure		genitourinary	6	584.5, 584.9, 585.9, E879.1, V45.1, V56.8	NA	NA
585.1	Acute renal failure	Both	genitourinary	2	584.5, 584.9	5	N17.0, N17.1, N17.2, N17.8, N17.9
585.2	Renal failure NOS	Both	genitourinary	NA	NA	1	N19
585.3	Chronic renal failure [CKD]	Both	genitourinary	4	585.9, E879.1, V45.1, V56.8	2	N18.0, N18.9
585.31	Renal dialysis	Both	genitourinary	3	E879.1, V45.1, V56.8	5	Y62.0, Y84.1, Z49.1, Z49.2, Z99.2
586	Other disorders of the kidney and ureters		genitourinary	11	589.0, 589.1, 593.0, 593.2, 593.3, 593.4, 593.5, 593.7, 593.8, 593.89, 593.9	4	N28.8, N28.9, N29.1, N29.8
586.1	Anatomical abnormatilies of kidney and ureters	Both	genitourinary	4	589.0, 589.1, 593.0, 593.7	NA	NA
586.11	Small kidney	Both	genitourinary	2	589.0, 589.1	4	N26, N27.0, N27.1, N27.9
586.12	Vesicoureteral reflux	Both	genitourinary	1	593.7	1	N13.7
586.2	Cyst of kidney, acquired	Both	genitourinary	1	593.2	1	N28.1
586.3	Vascular disorders of kidney/hypertrophy	Both	genitourinary	NA	NA	1	N28.0
586.4	Stricture/obstruction of ureter	Both	genitourinary	3	593.3, 593.4, 593.5	6	N11.1, N13.0, N13.4, N13.5, N13.8, Q62.2
587	Kidney replaced by transpant		genitourinary	1	V42.0	1	Z94.0
588	Disorders resulting from impaired renal function		genitourinary	2	588.1, 588.9	4	M10.3, N25.1, N25.8, N25.9
588.1	Renal osteodystrophy	Both	genitourinary	NA	NA	1	N25.0
589	Abnormal results of function study of kidney		genitourinary	NA	NA	1	R94.4
590	Pyelonephritis		genitourinary	6	590.0, 590.1, 590.10, 590.2, 590.8, 590.9	9	N10, N11.0, N11.1, N11.8, N11.9, N12, N13.6, N15.1, N15.9
591	Urinary tract infection		genitourinary	1	599.0	1	N39.0
592	Cystitis and urethritis		genitourinary	9	595.0, 595.1, 595.2, 595.3, 595.4, 595.8, 595.9, 597.0, 597.8	NA	NA
592.1	Cystitis	Both	genitourinary	7	595.0, 595.1, 595.2, 595.3, 595.4, 595.8, 595.9	2	N30.8, N30.9
592.11	Acute cystitis	Both	genitourinary	1	595.0	1	N30.0
592.12	Chronic cystitis	Both	genitourinary	2	595.2, 595.3	2	N30.2, N30.3
592.13	Chronic interstitial cystitis	Both	genitourinary	1	595.1	1	N30.1
592.2	Urethritis and urethral syndrome	Both	genitourinary	2	597.0, 597.8	2	N34.0, N34.2
592.21	Urethral syndrome	Both	genitourinary	NA	NA	1	N34.3
592.3	Urethral stricture due to infecton	Both	genitourinary	NA	NA	1	N35.1
593	Hematuria	Both	genitourinary	2	599.7, 599.70	3	N02.8, N02.9, R31
594	Urinary calculus	Both	genitourinary	6	592.0, 592.1, 592.9, 594.1, 594.2, 788.0	2	N20.2, N20.9
594.1	Calculus of kidney	Both	genitourinary	1	592.0	1	N20.0
594.2	Calculus of lower urinary tract	Both	genitourinary	2	594.1, 594.2	4	N21.0, N21.1, N21.8, N21.9
594.3	Calculus of ureter	Both	genitourinary	1	592.1	1	N20.1
594.8	Renal colic	Both	genitourinary	1	788.0	1	N23
595	Hydronephrosis		genitourinary	NA	NA	3	N13.1, N13.2, N13.3
596	Other disorders of bladder		genitourinary	9	596.0, 596.1, 596.2, 596.3, 596.4, 596.5, 596.7, 596.8, 596.9	6	N32.1, N32.2, N32.3, N32.4, N32.8, N32.9
596.1	Bladder neck obstruction	Both	genitourinary	1	596.0	1	N32.0
596.5	Functional disorders of bladder	Both	genitourinary	2	596.4, 596.5	5	N31.0, N31.1, N31.2, N31.8, N31.9
597	Other disorders of urethra and urinary tract		genitourinary	7	598.2, 598.8, 598.9, 599.1, 599.3, 599.4, 599.5	6	N36.0, N36.1, N36.2, N36.3, N36.8, N81.0
597.1	Urethral stricture (not specified as infectious)	Both	genitourinary	3	598.2, 598.8, 598.9	5	N35.0, N35.1, N35.8, N35.9, N99.1
597.2	Urinary complications NEC	Both	genitourinary	1	997.5	1	N99.5
598	Abnormal findings on examination of urine		genitourinary	NA	NA	3	R39.8, R82.0, R82.1
598.9	Other nonspecific findings on examination of urine	Both	genitourinary	NA	NA	5	R82.5, R82.6, R82.7, R82.8, R82.9
599	Other symptoms/disorders or the urinary system		genitourinary	13	599.8, 599.9, 788.1, 788.3, 788.4, 788.5, 788.6, 788.7, 788.9, 793.5, V13.0, V44.6, V55.6	10	N36.9, N39.8, N39.9, R39.8, R93.4, Z43.5, Z43.6, Z93.5, Z93.6, Z96.0
599.1	Urinary obstruction		genitourinary	1	599.6	1	N13.9
599.2	Retention of urine		genitourinary	1	788.2	1	R33
599.3	Dysuria	Both	genitourinary	1	788.1	2	R30.0, R30.9
599.4	Urinary incontinence	Both	genitourinary	1	788.3	3	N39.3, N39.4, R32
599.5	Frequency of urination and polyuria	Both	genitourinary	1	788.4	1	R35
599.6	Oliguria and anuria	Both	genitourinary	1	788.5	1	R34
599.7	Urethral discharge	Both	genitourinary	1	788.7	1	R36
599.8	Other symptoms involving urinary system	Both	genitourinary	1	788.9	3	R30.1, R39.0, R39.2
599.9	Other abnormality of urination	Both	genitourinary	1	788.6	1	R39.1
600	Hyperplasia of prostate	Male	genitourinary	1	600.9	1	N40
601	Inflammatory diseases of prostate	Male	genitourinary	11	601.0, 601.1, 601.3, 601.8, 601.9, 604.0, 604.9, 607.1, 607.2, 608.0, 608.4	NA	NA
601.1	Prostatitis	Male	genitourinary	5	601.0, 601.1, 601.3, 601.8, 601.9	3	N41.3, N41.8, N41.9
601.11	Acute prostatitis	Male	genitourinary	1	601.0	2	N41.0, N41.2
601.12	Chronic prostatitis	Male	genitourinary	1	601.1	1	N41.1
601.3	Orchitis and epididymitis	Male	genitourinary	2	604.0, 604.9	NA	NA
601.4	Balanoposthitis	Male	genitourinary	1	607.1	1	N48.1
601.8	Other inflammatory disorders of male genital organs	Male	genitourinary	3	607.2, 608.0, 608.4	6	N48.2, N49.0, N49.1, N49.2, N49.8, N49.9
602	Other disorders of prostate	Male	genitourinary	2	602.0, 602.1	5	N42.0, N42.1, N42.2, N42.8, N42.9
603	Other disorders of testis	Male	genitourinary	5	603.0, 603.9, 608.1, 608.2, 608.3	4	N44, N45.0, N45.9, N50.0
603.1	Hydrocele	Male	genitourinary	2	603.0, 603.9	4	N43.0, N43.1, N43.2, N43.3
603.2	Spermatocele	Male	genitourinary	1	608.1	1	N43.4
604	Disorders of penis	Male	genitourinary	2	607.8, 607.9	5	N48.0, N48.3, N48.5, N48.8, N48.9
604.1	Redundant prepuce and phimosis/BXO	Male	genitourinary	NA	NA	2	N47, N48.6
605	Erectile dysfunction [ED]	Male	genitourinary	NA	NA	3	F52.2, F52.7, N48.4
608	Other disorders of male genital organs	Male	genitourinary	2	608.8, 608.9	3	N50.1, N50.8, N50.9
609	Male infertility and abnormal spermatozoa	Male	genitourinary	2	606.9, 792.2	NA	NA
609.1	Infertility, male	Male	genitourinary	1	606.9	1	N46
609.2	Abnormal spermatozoa	Male	genitourinary	1	792.2	8	R86.0, R86.1, R86.4, R86.5, R86.6, R86.7, R86.8, R86.9
610	Benign mammary dysplasias	Female	genitourinary	4	610.0, 610.1, 610.2, 610.3	NA	NA
610.1	Cystic mastopathy	Female	genitourinary	2	610.0, 610.1	2	N60.0, N60.1
610.2	Fibroadenosis of breast	Female	genitourinary	1	610.2	1	N60.2
610.3	Fibrosclerosis of breast	Female	genitourinary	1	610.3	1	N60.3
610.4	Benign neoplasm of breast	Female	genitourinary	NA	NA	1	D24
610.8	Other specified benign mammary dysplasias	Female	genitourinary	3	610.4, 610.8, 610.9	3	N60.4, N60.8, N60.9
611	Abnormal findings on mammogram or breast exam	Both	genitourinary	1	793.8	NA	NA
611.1	Abnormal mammogram	Both	genitourinary	1	793.8	1	R92
611.3	Lump or mass in breast	Both	genitourinary	NA	NA	1	N63
612	Breast conditions, congenital or relating to hormones	Both	genitourinary	3	611.1, 611.6, 757.6	NA	NA
612.1	Galactorrhea	Both	genitourinary	1	611.6	2	N64.3, O92.6
612.2	Hypertrophy of breast (Gynecomastia)	Both	genitourinary	1	611.1	1	N62
612.3	Congenital anomalies of breast	Both	genitourinary	1	757.6	6	Q83.0, Q83.1, Q83.2, Q83.3, Q83.8, Q83.9
613	Other nonmalignant breast conditions	Both	genitourinary	7	611.0, 611.3, 611.4, 611.5, 611.7, 611.8, 611.9	1	N64.2
613.1	Inflammatory disease of breast	Both	genitourinary	2	611.0, 611.3	3	N61, N64.0, N64.1
613.5	Mastodynia	Both	genitourinary	NA	NA	1	N64.4
613.7	Other signs and symptoms in breast	Both	genitourinary	1	611.7	1	N64.5
613.8	Other specified disorders of breast	Both	genitourinary	1	611.8	1	N64.8
613.9	Breast disorder NOS	Both	genitourinary	1	611.9	1	N64.9
614	Inflammatory diseases of female pelvic organs	Female	genitourinary	17	614.0, 614.1, 614.2, 614.3, 614.4, 614.6, 614.9, 615.1, 615.9, 616.0, 616.1, 616.2, 616.3, 616.4, 616.5, 616.8, 616.9	3	N73.3, N73.4, N73.8
614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	Female	genitourinary	1	614.6	1	N73.6
614.3	Pelvic inflammatory disease (PID)	Female	genitourinary	6	614.0, 614.1, 614.2, 614.3, 614.4, 614.9	1	N70.9
614.31	Acute inflammatory pelvic disease	Female	genitourinary	2	614.0, 614.3	2	N70.0, N73.0
614.32	Chronic inflammatory pelvic disease	Female	genitourinary	2	614.1, 614.4	3	N70.1, N73.1, N73.2
614.33	Pelvic inflammatory disease, NOS	Female	genitourinary	1	614.9	2	N73.5, N73.9
614.4	Inflammatory diseases of uterus, except cervix	Female	genitourinary	2	615.1, 615.9	3	N71.0, N71.1, N71.9
614.5	Inflammatory disease of cervix, vagina, and vulva	Female	genitourinary	8	616.0, 616.1, 616.2, 616.3, 616.4, 616.5, 616.8, 616.9	3	N75.9, N76.5, N76.8
614.51	Cervicitis and endocervicitis	Female	genitourinary	1	616.0	1	N72
614.52	Vaginitis and vulvovaginitis	Female	genitourinary	1	616.1	4	N76.0, N76.1, N76.2, N76.3
614.53	Cyst or abscess of Bartholin's gland	Female	genitourinary	2	616.2, 616.3	3	N75.0, N75.1, N75.8
614.54	Abscess or ulceration of vulva	Female	genitourinary	2	616.4, 616.5	2	N76.4, N76.6
615	Endometriosis	Female	genitourinary	9	617.0, 617.1, 617.2, 617.3, 617.4, 617.5, 617.6, 617.8, 617.9	9	N80.0, N80.1, N80.2, N80.3, N80.4, N80.5, N80.6, N80.8, N80.9
617	Disorders secondary to childbirth, surgery, trauma	Female	genitourinary	NA	NA	11	N82.0, N82.1, N82.2, N82.3, N82.4, N82.5, N82.8, N82.9, N83.7, N85.6, N88.1
618	Genital prolapse	Female	genitourinary	7	618.0, 618.1, 618.4, 618.6, 618.7, 618.8, 618.9	1	N81.8
618.1	Prolapse of vaginal walls	Female	genitourinary	1	618.0	5	N36.3, N81.0, N81.1, N81.6, N81.9
618.2	Uterine/Uterovaginal prolapse	Female	genitourinary	2	618.1, 618.4	3	N81.2, N81.3, N81.4
618.5	Prolapse of vaginal vault after hysterectomy	Female	genitourinary	NA	NA	1	N99.3
618.6	Vaginal enterocele, congenital or acquired	Female	genitourinary	1	618.6	1	N81.5
619	Noninflammatory female genital disorders	Female	genitourinary	26	620.4, 620.5, 620.8, 620.9, 621.6, 621.8, 621.9, 622.0, 622.4, 622.5, 622.8, 622.9, 623.2, 623.3, 623.8, 624.8, 624.9, 629.1, 629.8, 629.9, 654.0, 654.3, 654.6, 654.7, 654.8, V13.2	1	N94.9
619.1	Noninflammatory disorders of ovary, fallopian tube, and broad ligament	Female	genitourinary	4	620.4, 620.5, 620.8, 620.9	5	N83.4, N83.5, N83.6, N83.8, N83.9
619.2	Disorders of uterus, NEC	Female	genitourinary	5	621.6, 621.8, 621.9, 654.0, 654.3	7	N85.4, N85.5, N85.8, N85.9, O34.0, O34.5, O71.2
619.3	Noninflammatory disorders of cervix	Female	genitourinary	7	622.0, 622.4, 622.5, 622.8, 622.9, 654.6, 654.7	6	N86, N88.2, N88.3, N88.8, N88.9, O34.4
619.4	Noninflammatory disorders of vagina	Female	genitourinary	3	623.2, 623.3, 623.8	6	N89.5, N89.6, N89.8, N89.9, N99.2, O34.6
619.5	Noninflammatory disorders of vulva and perineum	Female	genitourinary	3	624.8, 624.9, 654.8	4	N90.7, N90.8, N90.9, O34.7
620	Dysplasia of female genital organs	Female	genitourinary	NA	NA	7	N89.0, N89.1, N89.2, N89.3, N90.0, N90.1, N90.2
621	Endometrial hyperplasia	Female	genitourinary	1	621.3	2	N85.0, N85.1
622	Polyp of female genital organs	Female	genitourinary	4	621.0, 622.7, 623.7, 624.6	2	N84.2, N84.3
622.1	Polyp of corpus uteri	Female	genitourinary	1	621.0	3	N84.0, N84.8, N84.9
622.2	Mucous polyp of cervix	Female	genitourinary	1	622.7	1	N84.1
623	Hypertrophy of female genital organs	Female	genitourinary	3	621.2, 622.6, 624.3	3	N85.2, N88.4, N90.6
624	Symptoms involving female genital tract	Female	genitourinary	3	620.3, 623.5, 624.0	2	N88.0, N89.4
624.1	Dystrophy of female genital tract	Female	genitourinary	1	624.0	1	N90.4
624.2	Atrophy of female genital tract	Female	genitourinary	1	620.3	2	N83.3, N90.5
624.9	stress incontinence, female	Female	genitourinary	1	625.6	1	N39.3
625	Pain and other symptoms associated with female genital organs	Female	genitourinary	5	625.0, 625.1, 625.8, 625.9, 626.7	2	N93.0, N94.8
625.1	Dyspareunia	Female	genitourinary	2	625.0, 625.1	2	N94.1, N94.2
626	Disorders of menstruation and other abnormal bleeding from female genital tract	Female	genitourinary	17	625.2, 625.3, 625.4, 626.1, 626.2, 626.3, 626.4, 626.5, 626.6, 626.8, 626.9, 628.0, 628.2, 628.3, 628.4, 628.8, 628.9	3	N85.7, N92.2, N93.9
626.1	Irregular menstrual cycle/bleeding	Female	genitourinary	7	626.1, 626.2, 626.4, 626.5, 626.6, 626.8, 628.0	3	N89.7, N92.5, N93.8
626.11	Absent or infrequent menstruation	Female	genitourinary	1	626.1	6	N91.0, N91.1, N91.2, N91.3, N91.4, N91.5
626.12	Excessive or frequent menstruation	Female	genitourinary	1	626.2	1	N92.0
626.13	Irregular menstrual cycle	Female	genitourinary	1	626.4	1	N92.6
626.14	Irregular menstrual bleeding	Female	genitourinary	2	626.5, 626.6	2	N92.1, N92.3
626.15	Infertility, female, associated with anovulation	Female	genitourinary	1	628.0	1	N97.0
626.2	Dysmenorrhea	Female	genitourinary	2	625.2, 625.3	3	N94.4, N94.5, N94.6
626.21	Mittelschmerz	Female	genitourinary	1	625.2	1	N94.0
626.4	Premenstrual tension syndromes	Female	genitourinary	1	625.4	1	N94.3
626.8	Infertility, female	Female	genitourinary	5	628.2, 628.3, 628.4, 628.8, 628.9	6	N97.1, N97.2, N97.3, N97.4, N97.8, N97.9
627	Menopausal and postmenopausal disorders	Female	genitourinary	8	256.3, 256.39, 627.0, 627.1, 627.2, 627.3, 627.4, 627.8	3	N95.3, N95.8, N95.9
627.1	Postmenopausal bleeding	Female	genitourinary	1	627.1	1	N95.0
627.2	Symptomatic menopause	Female	genitourinary	2	627.2, 627.4	1	N95.1
627.21	Symptomatic artificial menopause	Female	genitourinary	1	627.4	NA	NA
627.3	Postmenopausal atrophic vaginitis	Female	genitourinary	1	627.3	1	N95.2
627.4	Premenopausal menorrhagia	Female	genitourinary	1	627.0	1	N92.4
627.5	Premature menopause and other ovarian failure	Female	genitourinary	2	256.3, 256.39	1	E28.3
628	Ovarian cyst	Female	genitourinary	3	620.0, 620.1, 620.2	3	N83.0, N83.1, N83.2
634	Miscarriage; stillbirth	Female	pregnancy complications	7	633.0, 633.1, 633.8, 633.9, 634.0, 634.1, 634.9	33	N96, O02.0, O02.8, O02.9, O03.0, O03.1, O03.3, O03.4, O03.5, O03.6, O03.8, O03.9, O04.0, O04.1, O04.3, O04.4, O04.5, O04.6, O04.8, O04.9, O26.2, O31.0, O36.4, O36.5, O68.0, O68.2, O68.3, O84.0, O84.8, O84.9, Z37.1, Z37.3, Z37.4
634.1	Missed abortion/Hydatidiform mole	Female	pregnancy complications	NA	NA	4	O01.0, O01.1, O01.9, O02.1
634.3	Ectopic pregnancy	Female	pregnancy complications	4	633.0, 633.1, 633.8, 633.9	4	O00.1, O00.2, O00.8, O00.9
635	Hemorrhage during pregnancy; childbirth and postpartum	Female	pregnancy complications	3	666.0, 666.1, 666.2	1	O71.1
635.2	Antepartum hemorrhage, abruptio placentae, and placenta previa	Female	pregnancy complications	NA	NA	10	O43.0, O44.0, O44.1, O45.0, O45.9, O46.0, O46.8, O46.9, O67.8, O67.9
635.3	Placenta previa and abruptio placenta	Female	pregnancy complications	3	666.0, 666.1, 666.2	3	O72.0, O72.1, O72.2
636	Early or threatened labor; hemorrhage in early pregnancy	Female	pregnancy complications	4	640.0, 640.8, 640.9, 654.5	3	O47.0, O47.1, O47.9
636.2	Early onset of delivery	Female	pregnancy complications	NA	NA	1	O60
636.3	Hemorrhage in early pregnancy	Female	pregnancy complications	3	640.0, 640.8, 640.9	3	O20.0, O20.8, O20.9
636.8	Cervical incompetence	Female	pregnancy complications	1	654.5	1	O34.3
637	Short gestation; low birth weight; and fetal growth retardation	Both	pregnancy complications	NA	NA	2	P05.1, P05.9
638	Other high-risk pregnancy	Female	pregnancy complications	NA	NA	1	Z35.8
639	Complications following abortion or ectopic and molar pregnancies	Female	pregnancy complications	NA	NA	4	O08.0, O08.1, O08.2, O08.9
642	Hypertension complicating pregnancy, childbirth, and the puerperium	Female	pregnancy complications	1	642.7	5	O10.0, O10.1, O10.9, O13, O16
642.1	Preeclampsia and eclampsia	Female	pregnancy complications	1	642.7	7	O14.0, O14.1, O14.9, O15.0, O15.1, O15.2, O15.9
643	Excessive vomiting in pregnancy	Female	pregnancy complications	2	643.0, 643.1	3	O21.2, O21.8, O21.9
643.1	Hyperemesis gravidarum	Female	pregnancy complications	2	643.0, 643.1	2	O21.0, O21.1
644	Anemia during pregnancy	Female	pregnancy complications	1	648.2	1	O99.0
645	Late pregnancy and failed induction	Female	pregnancy complications	NA	NA	5	O48, O61.0, O61.1, O61.8, O61.9
646	Other complications of pregnancy NEC	Female	pregnancy complications	NA	NA	13	O12.0, O12.1, O12.2, O26.0, O26.1, O26.4, O26.7, O26.8, O26.9, O29.4, O99.5, O99.6, O99.8
647	Infectious and parasitic complications affecting pregnancy	Female	pregnancy complications	2	675.1, 675.2	10	O75.3, O91.0, O91.1, O91.2, O98.1, O98.3, O98.4, O98.5, O98.6, O98.8
647.1	Infections of genitourinary tract during pregnancy	Female	pregnancy complications	1	646.6	9	O23.0, O23.1, O23.3, O23.4, O23.5, O23.9, O86.1, O86.2, O86.3
647.3	Major puerperal infection	Female	pregnancy complications	NA	NA	2	O85, O86.8
649	Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	Female	pregnancy complications	1	648.7	6	O10.1, O25, O33.0, O98.4, O99.2, O99.7
649.1	Diabetes or abnormal glucose tolerance complicating pregnancy	Female	pregnancy complications	2	648.0, 648.8	5	O24.0, O24.1, O24.3, O24.4, O24.9
650	Normal delivery	Female	pregnancy complications	NA	NA	4	O80.0, O80.1, O80.8, O80.9
651	Multiple gestation	Female	pregnancy complications	NA	NA	15	O30.0, O30.1, O30.2, O30.8, O30.9, O31.2, O84.0, O84.2, O84.8, O84.9, Z37.2, Z37.5, Z37.6, Z38.3, Z38.6
